"BehaviorSpace results (NetLogo 6.1.1)"
"value_weight.nlogo"
"basic_compl_2"
"04/27/2021 07:27:28:906 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","density","fraction_blue","circle_blue","circle_orange","dominant_con","eth_con","val_con","dominant_lib","val_lib","eth_lib","determinism","utility_function","[step]","mean [count (turtles-on neighbors) with [color = [color] of myself] / count (turtles-on neighbors) ] of turtles with [ count (turtles-on neighbors) >= 1 and shape = ""square"" and color = blue]","mean [count (turtles-on neighbors) with [color = [color] of myself] / count (turtles-on neighbors) ] of turtles with [ count (turtles-on neighbors) >= 1 and shape = ""square"" and color = orange]","mean [count (turtles-on neighbors) with [color = [color] of myself] / count (turtles-on neighbors) ] of turtles with [ count (turtles-on neighbors) >= 1 and shape = ""circle"" and color = blue]","mean [count (turtles-on neighbors) with [color = [color] of myself] / count (turtles-on neighbors) ] of turtles with [ count (turtles-on neighbors) >= 1 and shape = ""circle"" and color = orange]","mean [count (turtles-on neighbors) with [ shape = [ shape] of myself] / count (turtles-on neighbors) ] of turtles with [ count (turtles-on neighbors) >= 1 and shape = ""square"" and color = blue]","mean [count (turtles-on neighbors) with [shape = [shape] of myself] / count (turtles-on neighbors) ] of turtles with [ count (turtles-on neighbors) >= 1 and shape = ""square"" and color = orange]","mean [count (turtles-on neighbors) with [shape = [shape] of myself] / count (turtles-on neighbors) ] of turtles with [ count (turtles-on neighbors) >= 1 and shape = ""circle"" and color = blue]","mean [count (turtles-on neighbors) with [shape = [shape] of myself] / count (turtles-on neighbors) ] of turtles with [ count (turtles-on neighbors) >= 1 and  shape = ""circle""  and color = orange]","count turtles with [movers? = TRUE] / count turtles","count turtles with [movers? = TRUE and color = blue and shape = ""square""] / count turtles with [color = blue and shape = ""square""]","count turtles with [movers? = TRUE and color = blue and shape = ""circle""] / count turtles with [color = blue and shape = ""circle""]","count turtles with [movers? = TRUE and color = orange and shape =  ""square""] / count turtles with [color = orange and shape =  ""square""]","count turtles with [movers? = TRUE and color = orange and shape = ""circle""] / count turtles with [color = orange and shape =  ""circle""]","count turtles with [movers? = TRUE and shape =  ""circle""] / count turtles with [shape =  ""circle""]","count turtles with [movers? = TRUE and shape =  ""square""] / count turtles with [shape =  ""square""]","count turtles with [movers? = TRUE and color = blue] / count turtles with [color = blue]","count turtles with [movers? = TRUE and color = orange] / count turtles with [color = orange]"
"43","70","50","50","50","0.5","1","0.5","0.7","1","0.7","2","single-peaked","2000","0.5346236559139785","0.5475105984422757","0.5121141975308644","0.5311710398445089","0.5581105990783415","0.5652026027802431","0.5207947530864199","0.5301749271137025","0.471718835804503","0.4881720430107527","0.5","0.4389233954451346","0.46258503401360546","0.48109965635738833","0.4630801687763713","0.4938684503901895","0.45021645021645024"
"48","70","50","50","50","0.5","1","0.5","0.7","1","0.8","4","single-peaked","2000","0.5959099734314329","0.5965450310559005","0.58854836979837","0.5694050306352794","0.6000587574085434","0.5934316770186338","0.6083628271128277","0.5891916586047513","0.4302261445118588","0.47854077253218885","0.3783783783783784","0.45217391304347826","0.40857787810383744","0.39346110484780156","0.4654427645788337","0.42967032967032964","0.43078626799557035"
"1","70","50","50","50","0.5","1","0.5","0.5","1","0.5","2","single-peaked","2000","0.5320764119601327","0.5554629346385237","0.522124697336562","0.5239543114543117","0.516315060908084","0.5221015601101253","0.5388392857142859","0.5189350064350065","0.4997242140099283","0.5116279069767442","0.4978813559322034","0.5032119914346895","0.4864864864864865","0.4923580786026201","0.5072463768115942","0.5044345898004434","0.4950603732162459"
"63","70","50","50","50","0.5","1","0.5","0.8","1","0.7","4","single-peaked","2000","0.5999522748965957","0.6189320876029747","0.5403026358607221","0.5433561123766133","0.6175310213172125","0.6265496282901347","0.6301903677188417","0.6322892938496586","0.390893947806774","0.4521158129175947","0.33940774487471526","0.4219409282700422","0.3462414578587699","0.3428246013667426","0.43661971830985913","0.3963963963963964","0.3855421686746988"
"56","70","50","50","50","0.5","1","0.5","0.8","1","0.5","3","single-peaked","2000","0.5960325762104011","0.5566643606595185","0.5610515021459231","0.5107142857142858","0.5673939031679618","0.5767064452899799","0.5863580625383208","0.591362252663623","0.4365256124721604","0.4560669456066946","0.4291845493562232","0.4420289855072464","0.4178082191780822","0.42367256637168144","0.4495515695067265","0.4427966101694915","0.4295774647887324"
"10","70","50","50","50","0.5","1","0.5","0.5","1","0.8","2","single-peaked","2000","0.5518962226240707","0.5610092940685046","0.5769332069110835","0.5362078316520236","0.540862969660438","0.5672488512949041","0.548693636746734","0.5239559605163251","0.47885777045579353","0.4873417721518987","0.4668141592920354","0.48464912280701755","0.4760820045558087","0.4713804713804714","0.4860215053763441","0.4773218142548596","0.48044692737430167"
"49","70","50","50","50","0.5","1","0.5","0.7","1","0.9","2","single-peaked","2000","0.5233952171176839","0.5739938234708111","0.5159780305564843","0.5561154932320578","0.5673117264526955","0.5545003984857537","0.5703496152559387","0.5437360015580874","0.47023809523809523","0.4889867841409692","0.4566744730679157","0.4560669456066946","0.4785276073619632","0.4683406113537118","0.4721030042918455","0.4733257661748014","0.4674250258531541"
"58","70","50","50","50","0.5","1","0.5","0.8","1","0.6","2","single-peaked","2000","0.5326135105204876","0.5874398073836279","0.505482790130978","0.5362502469867615","0.5304663467454167","0.5420465489566608","0.6133084577114423","0.6080073108081407","0.46943353897924844","0.4599483204134367","0.4605543710021322","0.46741573033707867","0.487551867219917","0.47423764458464773","0.4639423076923077","0.4602803738317757","0.4778856526429342"
"2","70","50","50","50","0.5","1","0.5","0.5","1","0.5","3","single-peaked","2000","0.5864192748682996","0.5857277831767633","0.52278305621536","0.5631028693528697","0.5881236442516268","0.5602931648850017","0.5708432304038007","0.5823667073667078","0.46957007258514794","0.4685466377440347","0.48931116389548696","0.47165532879818595","0.45085470085470086","0.46906636670416196","0.4700665188470067","0.47845804988662133","0.46094609460946095"
"34","70","50","50","50","0.5","1","0.5","0.6","1","1","2","single-peaked","2000","0.5712830110210028","0.5438279639874175","0.5417652246083616","0.5610456816559602","0.5436447286338114","0.5081028311096647","0.5468954248366014","0.5535714285714286","0.4909489851892485","0.5152838427947598","0.49019607843137253","0.4920273348519362","0.4668094218415418","0.47840172786177104","0.5039018952062431","0.5027262813522355","0.47902869757174393"
"30","70","50","50","50","0.5","1","0.5","0.6","1","0.8","4","single-peaked","2000","0.6759180560095901","0.6505011074197123","0.5985416034779097","0.6308051055473745","0.5788574697613601","0.5690199335548171","0.6023607319785667","0.6563966617574866","0.36862314865606144","0.37757437070938216","0.3354564755838641","0.4069767441860465","0.35876288659793815","0.3472803347280335","0.39215686274509803","0.355726872246696","0.3814207650273224"
"15","70","50","50","50","0.5","1","0.5","0.5","1","0.9","4","single-peaked","2000","0.6382587945087949","0.6410086397428169","0.6436716791979953","0.6546505461872952","0.5651919776919776","0.5643083182640148","0.5678049289891397","0.5683476508643549","0.3993417443773999","0.3963963963963964","0.3684210526315789","0.4345991561181435","0.39643652561247217","0.38232044198895027","0.41612200435729846","0.38222222222222224","0.4160346695557963"
"16","70","50","50","50","0.5","1","0.5","0.5","1","1","2","single-peaked","2000","0.5585226683265901","0.548163410663411","0.5425052910052909","0.569917682609149","0.5422320780163918","0.5337912087912084","0.5154232804232803","0.5352141294154426","0.504907306434024","0.485838779956427","0.4822222222222222","0.5470085470085471","0.5032822757111597","0.4928335170893054","0.5167206040992449","0.48404840484048406","0.5254054054054054"
"36","70","50","50","50","0.5","1","0.5","0.6","1","1","4","single-peaked","2000","0.6343923611111122","0.6189969036942136","0.6190651260504207","0.5878794967768766","0.5922668650793654","0.597053171044203","0.6066401560624247","0.6075223539197339","0.39838709677419354","0.4166666666666667","0.36554621848739494","0.4147982062780269","0.39737991266375544","0.3811563169164882","0.41576673866090713","0.3912133891213389","0.4059734513274336"
