"BehaviorSpace results (NetLogo 6.1.1)"
"value_weight_M.nlogo"
"M_fin"
"06/06/2021 03:45:21:972 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","density","fraction_blue","circle_blue","circle_orange","dominant_con","M_con","eth_con","val_con","dominant_lib","M_lib","val_lib","eth_lib","determinism","[step]","mean [count (turtles-on neighbors) with [color = [color] of myself] / count (turtles-on neighbors) ] of turtles with [ count (turtles-on neighbors) >= 1]","mean [count (turtles-on neighbors) with [shape = [shape] of myself] / count (turtles-on neighbors) ] of turtles with [ count (turtles-on neighbors) >= 1 ]","mean [count (turtles-on neighbors) with [color = [color] of myself] / count (turtles-on neighbors) ] of turtles with [ count (turtles-on neighbors) >= 1 and shape = ""square""]","mean [count (turtles-on neighbors) with [color = [color] of myself] / count (turtles-on neighbors) ] of turtles with [ count (turtles-on neighbors) >= 1 and shape = ""circle"" ]","mean [count (turtles-on neighbors) with [ shape = [ shape] of myself] / count (turtles-on neighbors) ] of turtles with [ count (turtles-on neighbors) >= 1 and shape = ""square""]","mean [count (turtles-on neighbors) with [shape = [shape] of myself] / count (turtles-on neighbors) ] of turtles with [ count (turtles-on neighbors) >= 1 and shape = ""circle""]","mean [count (turtles-on neighbors)] of turtles  / 8","mean [count (turtles-on neighbors)] of turtles with [shape = ""circle""] / 8","mean [count (turtles-on neighbors)] of turtles with [shape = ""square""] / 8","count turtles with [movers? = TRUE] / count turtles","count turtles with [movers? = TRUE and shape =  ""circle""] / count turtles with [shape =  ""circle""]","count turtles with [movers? = TRUE and shape =  ""square""] / count turtles with [shape =  ""square""]"
"160","70","50","50","50","0.5","1","1","0.5","0.5","0.5","1","0.5","12","2000","0.7926225281666542","0.9465246087606669","0.9627880595493015","0.6185430031815577","0.9465496584072601","0.9464989829447658","0.7158906334596643","0.7669769989047097","0.6659528907922913","0.14401732539252843","0.12595837897042717","0.16167023554603854"
"143","70","50","50","50","0.5","1","1","0.5","0.5","0.1","1","0.5","16","2000","0.7528755275900461","0.9789151712887434","0.9794302993342476","0.5175298278956817","0.9794175941454488","0.9783932530883749","0.7238988580750407","0.7700942350332595","0.6794290288153682","0.11854268624252311","0.1197339246119734","0.11739594450373532"
"134","70","50","50","50","0.5","1","1","0.5","0.5","0.1","1","0.5","7","2000","0.6501695113397225","0.8666140596991642","0.8035953711093372","0.5037770332013407","0.8642511306198452","0.8688686668697332","0.7127659574468085","0.7503997867803838","0.6733240223463687","0.23295144571740317","0.244136460554371","0.2212290502793296"
"153","70","50","50","50","0.5","1","1","0.5","0.5","0.5","1","0.5","5","2000","0.6211261865320382","0.7092168231179823","0.6734881354116442","0.5706383638053923","0.7021064331244304","0.7160727197603554","0.7027885146327996","0.7127169197396963","0.6924915635545557","0.34732192159028163","0.36225596529284165","0.33183352080989875"
"184","70","50","50","50","0.5","1","1","0.5","0.5","1","1","0.5","15","2000","0.9700007976389883","0.9499880354151706","0.9796502976190476","0.9603405160947058","0.9479963860544214","0.9519819100824684","0.7153824678950307","0.7702513966480447","0.6605747767857143","0.12451144611948632","0.07709497206703911","0.171875"
"142","70","50","50","50","0.5","1","1","0.5","0.5","0.1","1","0.5","15","2000","0.7594173910813647","0.9616983357694178","0.9797275050371024","0.5190114221364224","0.9633581502776548","0.95988711926212","0.7342487883683361","0.7636542792792793","0.7073013415892673","0.1254711900915455","0.11036036036036036","0.1393188854489164"
"151","70","50","50","50","0.5","1","1","0.5","0.5","0.5","1","0.5","3","2000","0.5680544593528007","0.5983971323335965","0.5928402474526934","0.5426587301587303","0.6017987107506757","0.5949118461702357","0.6983710657095528","0.7006983240223463","0.6960971615720524","0.4605190502484815","0.47150837988826816","0.4497816593886463"
"171","70","50","50","50","0.5","1","1","0.5","0.5","1","1","0.5","2","2000","0.5537731262482914","0.5489093871544194","0.5527970284034233","0.5547513812154695","0.550274321415446","0.5475414364640885","0.6974337748344371","0.6951657458563536","0.699696802646086","0.46357615894039733","0.47624309392265196","0.45093715545755236"
"155","70","50","50","50","0.5","1","1","0.5","0.5","0.5","1","0.5","7","2000","0.7141454646017686","0.8506874209860926","0.8407591404579351","0.584985368449056","0.8491355030511654","0.8522705506783715","0.6998064159292036","0.7480446927374301","0.6525191675794085","0.22787610619469026","0.23016759776536314","0.22562979189485213"
"182","70","50","50","50","0.5","1","1","0.5","0.5","1","1","0.5","13","2000","0.9453116787553875","0.9367293440555023","0.9805124513411184","0.911106793098087","0.9326761051565081","0.940667910254417","0.7109762824048539","0.7942056583242655","0.6254194630872483","0.14009928295642582","0.08052230685527748","0.20134228187919462"
"178","70","50","50","50","0.5","1","1","0.5","0.5","1","1","0.5","9","2000","0.8896003028404343","0.9058851555973261","0.9461332595053522","0.8341722248074029","0.9018536096609185","0.90983790910501","0.7124451754385965","0.7919381107491856","0.6313676633444075","0.16447368421052633","0.11943539630836048","0.21040974529346623"
"180","70","50","50","50","0.5","1","1","0.5","0.5","1","1","0.5","11","2000","0.9170193517935797","0.9227534350744687","0.9576595523705661","0.8755654430849092","0.9211066105831643","0.9244332326924095","0.7120253164556962","0.7782258064516129","0.6471949891067538","0.1282333516785911","0.09010011123470522","0.1655773420479303"
"181","70","50","50","50","0.5","1","1","0.5","0.5","1","1","0.5","12","2000","0.936969815248504","0.9364617486338797","0.9850306716573088","0.8888037928519327","0.9325847369515486","0.9403472439303939","0.7226775956284153","0.8086706783369803","0.6368722707423581","0.12404371584699453","0.07439824945295405","0.17358078602620086"
"177","70","50","50","50","0.5","1","1","0.5","0.5","1","1","0.5","8","2000","0.8623855311355302","0.8485897435897432","0.9146481481481474","0.8112590579710139","0.8463399470899462","0.8507906314699789","0.709478021978022","0.7509510869565217","0.6670833333333334","0.18681318681318682","0.16847826086956522","0.20555555555555555"
"179","70","50","50","50","0.5","1","1","0.5","0.5","1","1","0.5","10","2000","0.9128526851269143","0.9157384099014043","0.9587994457042068","0.8630022962112512","0.9177601410934739","0.9135449127986442","0.7081497797356828","0.7677956371986223","0.6531746031746032","0.15528634361233482","0.1377726750861079","0.17142857142857143"
"158","70","50","50","50","0.5","1","1","0.5","0.5","0.5","1","0.5","10","2000","0.7735030450989644","0.9456029820969168","0.9480484216158374","0.6053803339517628","0.942616372391654","0.9484796949082666","0.7025909592061742","0.7573051948051948","0.6457865168539326","0.15931642778390298","0.13528138528138528","0.1842696629213483"
"156","70","50","50","50","0.5","1","1","0.5","0.5","0.5","1","0.5","8","2000","0.7351788285508585","0.9136184819500142","0.889667810355583","0.5839908933658932","0.9113017259305468","0.9158857346357347","0.7213977334052887","0.7624198717948718","0.679525627044711","0.19158121964382083","0.1752136752136752","0.20828789531079608"
"162","70","50","50","50","0.5","1","1","0.5","0.5","0.5","1","0.5","14","2000","0.797917634009183","0.9618022235979983","0.9752250524269858","0.6175097580015609","0.9602347705999692","0.9633970856102008","0.7235915492957746","0.7903005464480874","0.6580290010741139","0.12296858071505959","0.09508196721311475","0.15037593984962405"
"150","70","50","50","50","0.5","1","1","0.5","0.5","0.5","1","0.5","2","2000","0.540850059031877","0.5502072674799943","0.5523285084959096","0.5293589541660105","0.5499790224459828","0.5504357641623356","0.693939393939394","0.6980429988974641","0.6898403083700441","0.4738292011019284","0.49503858875413453","0.4526431718061674"
"174","70","50","50","50","0.5","1","1","0.5","0.5","1","1","0.5","5","2000","0.6712909555415075","0.6774448219553307","0.6949493750988771","0.647684819784268","0.6770526815377308","0.6778360957642717","0.6931692477876106","0.6980662983425414","0.6882613510520488","0.353429203539823","0.34585635359116024","0.3610188261351052"
"152","70","50","50","50","0.5","1","1","0.5","0.5","0.5","1","0.5","4","2000","0.6002955036579954","0.6326290713114091","0.6217829880043625","0.5786902151211367","0.6339954302331624","0.6312552213868003","0.7081738655002734","0.7094298245614035","0.7069247546346783","0.41607435757244393","0.41885964912280704","0.4133042529989095"
"148","70","50","50","50","0.5","1","1","0.5","0.5","0.5","1","0.5","0","2000","0.5017150928167879","0.4841606133979015","0.5047248620478239","0.498587885544407","0.4934319435928877","0.47452752561448175","0.6988791689447785","0.7003901895206243","0.6974248927038627","0.5139420448332422","0.5384615384615384","0.490343347639485"
"168","70","50","50","50","0.5","1","1","0.5","0.5","0.5","1","0.5","20","2000","0.8172733077905494","0.9677841634738182","0.9806738691123891","0.6518932242500523","0.9669633141613555","0.9686149569960143","0.7327586206896551","0.7683094713656388","0.6976332970620239","0.09523809523809523","0.07599118942731277","0.11425462459194777"
"159","70","50","50","50","0.5","1","1","0.5","0.5","0.5","1","0.5","11","2000","0.8088961999894302","0.9332930341948086","0.9675516335908704","0.634726148899607","0.9333169216785333","0.9332668107988246","0.7088414634146342","0.7777939464493597","0.6461640211640212","0.13968957871396895","0.11525029103608847","0.1619047619047619"
"183","70","50","50","50","0.5","1","1","0.5","0.5","1","1","0.5","14","2000","0.9573037857802394","0.9545963593193509","0.9786485767491351","0.9363108320251174","0.9512702846501724","0.9578676085818942","0.7059800664451827","0.7796703296703297","0.6311383928571429","0.12790697674418605","0.09010989010989011","0.16629464285714285"
"149","70","50","50","50","0.5","1","1","0.5","0.5","0.5","1","0.5","1","2000","0.510668198577142","0.5205159162901803","0.5110002024189054","0.5103183490641496","0.5336837710642172","0.5066402708899912","0.7094005449591281","0.7053970917225951","0.7132040382571733","0.5057220708446867","0.5111856823266219","0.5005313496280552"
"187","70","50","50","50","0.5","1","1","0.5","0.5","1","1","0.5","18","2000","0.9861106692120052","0.9618808993530594","0.9911031659671485","0.9808790791116904","0.960702627079123","0.9631155997176521","0.7160356347438753","0.7887685290763968","0.6466267682263329","0.11525612472160357","0.07069555302166476","0.15778019586507072"
"175","70","50","50","50","0.5","1","1","0.5","0.5","1","1","0.5","6","2000","0.7305439975342882","0.7466777109980977","0.7675873015873012","0.6894550083969865","0.7616178266178263","0.7301059103960128","0.7102211434735707","0.7199943117178612","0.7014102564102564","0.2837108953613808","0.2696245733788396","0.2964102564102564"
"172","70","50","50","50","0.5","1","1","0.5","0.5","1","1","0.5","3","2000","0.5871212708753415","0.5794969236337306","0.5893624367040053","0.5848309027233283","0.5841926244181883","0.5746981339187707","0.7087404994571118","0.7140504939626784","0.7035445757250268","0.4549402823018458","0.4643249176728869","0.44575725026852847"
"169","70","50","50","50","0.5","1","1","0.5","0.5","1","1","0.5","0","2000","0.5172315191525293","0.49845833013484847","0.511649568723524","0.5228435447454847","0.5015388148828671","0.49536124794745495","0.7156098871574422","0.71484375","0.7163719185423365","0.5034927458355722","0.5140086206896551","0.4930332261521972"
"165","70","50","50","50","0.5","1","1","0.5","0.5","0.5","1","0.5","17","2000","0.8180537233904962","0.9537143374460039","0.9754667785917783","0.6552486187845303","0.9524992368742369","0.9549710602473027","0.7334419109663409","0.8023480662983425","0.666889007470651","0.10152008686210641","0.06629834254143646","0.13553895410885805"
"188","70","50","50","50","0.5","1","1","0.5","0.5","1","1","0.5","19","2000","0.9750930771433779","0.9656669009867479","0.9810834425513325","0.969634771358909","0.9624726955002184","0.9685773996118819","0.7171951886276654","0.786833855799373","0.6407683486238532","0.11208310552214325","0.0741901776384535","0.1536697247706422"
"186","70","50","50","50","0.5","1","1","0.5","0.5","1","1","0.5","17","2000","0.9689106728833856","0.9612072919055261","0.9838288356964986","0.9539124770079701","0.9594463078721348","0.9629777232781521","0.7382289994649546","0.8335568669527897","0.643409818569904","0.11182450508293205","0.0536480686695279","0.16969050160085378"
"189","70","50","50","50","0.5","1","1","0.5","0.5","1","1","0.5","20","2000","0.9799976871482534","0.968006193303009","0.9907928064842958","0.9688833255098317","0.96668946301925","0.969361863036562","0.7320561252023745","0.8242059145673604","0.6425531914893617","0.12088505126821371","0.05805038335158817","0.1819148936170213"
"173","70","50","50","50","0.5","1","1","0.5","0.5","1","1","0.5","4","2000","0.6307862076128155","0.6125188243236203","0.6274802676284571","0.6340491667956462","0.6119439652919356","0.6130862095650832","0.7043347873500545","0.7065276273022751","0.702113062568606","0.3936750272628135","0.40411700975081255","0.38309549945115257"
"185","70","50","50","50","0.5","1","1","0.5","0.5","1","1","0.5","16","2000","0.9761013531095495","0.9533652094717663","0.9884924990852539","0.9638180734753095","0.9510310490826408","0.9556790507280173","0.7218579234972677","0.8117519042437432","0.6311745334796927","0.10327868852459017","0.055495103373231776","0.15148188803512624"
"170","70","50","50","50","0.5","1","1","0.5","0.5","1","1","0.5","1","2000","0.5266785014379876","0.5148354585019463","0.535927427739655","0.5178072799800552","0.5059627781243501","0.5233457990526061","0.7226082308925709","0.7278795811518325","0.7171124454148472","0.4901122394441475","0.4952879581151832","0.4847161572052402"
